DateTime,Density,Temperature,Temperature ev,Mean Free Path,Debye Length,Larmor Radius,Plasma Potential,Floating Potential
,,,,,,,,
13:24.5,1.47E-12,-3499.361165,1287.34303,2.13E+34,53.42889521,-1,-277.1543086,300
2021-04-24 17:32:36.392129,1.46891324183433e-12,-3499.361165469092,1287.3430300098169,2.13107550876416e+34,53.42889520989414,-1,-277.15430861723445,300.0
